DATA LEVEL,PUBLIC OR INDEPENDENT,DISTRICT NUMBER,Educators CATEGORY,GENDER,SCHOOL YEAR,Educators CNT,FULLTIME Educators CNT,PARTIME Educators CNT,TOTAL FTE,BASE SALARY,TOTAL SALARY,AVERAGE EXPERIENCE,AVERAGE AGE,CERT STANDARD,CERT PROFESSIONAL,CERT CERTIFICATE BASIC,CERT LETTER PERMISSION,EXPERIENCE LESS THAN YR,EXPERIENCE 1 TO 4 YR,EXPERIENCE 5 TO 9 YR,EXPERIENCE 10 TO 19 YR,EXPERIENCE 20 OR MORE YR,AGE GRP 20 TO 24 CNT,AGE GRP 25 TO 29 CNT,AGE GRP 30 TO 34 CNT,AGE GRP 35 TO 39 CNT,AGE GRP 40 TO 44 CNT,AGE GRP 45 TO 49 CNT,AGE GRP 50 TO 54 CNT,AGE GRP 55 TO 59 CNT,AGE GRP 60 TO 64 CNT,AGE GRP 65 AND OVER CNT
DISTRICT LEVEL,BC Public School,74,Educators,Female,2007/2008,94,91,3,92.7,63906,64061,12,43.9,9,82,2,1,5,24,14,29,22,1,12,11,12,11,11,13,19,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2008/2009,87,84,3,85.7,67114,68420,12.3,44.3,6,78,2,1,2,22,18,23,22,0,12,10,12,7,11,12,15,8,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2009/2010,74,74,0,74,70727,72109,13,45.2,8,65,0,1,2,13,14,27,18,0,7,9,9,8,13,9,11,8,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2010/2011,82,76,6,79.7,68746,70156,11.2,43.1,6,74,1,1,6,22,12,25,17,2,11,9,11,13,12,8,8,6,2
DISTRICT LEVEL,BC Public School,74,Educators,Female,2011/2012,80,75,5,78.3,70088,71440,11.7,43.5,5,73,1,1,4,20,12,26,18,0,9,12,11,12,11,10,8,6,1
DISTRICT LEVEL,BC Public School,74,Educators,Female,2012/2013,75,71,4,73.3,71089,72608,12.2,43.9,6,68,1,0,4,15,15,24,17,1,7,12,6,13,10,9,11,5,1
DISTRICT LEVEL,BC Public School,74,Educators,Female,2013/2014,73,70,3,72.3,73402,74825,13,45.3,5,67,1,0,3,12,16,26,16,0,5,10,8,13,10,9,9,6,3
DISTRICT LEVEL,BC Public School,74,Educators,Female,2014/2015,75,71,4,73.3,73482,74831,,44.7,,,,,,,,,,1,7,10,7,13,8,14,7,6,2
DISTRICT LEVEL,BC Public School,74,Educators,Female,2015/2016,66,61,5,62.9,74116,75940,,44.6,,,,,,,,,,2,4,8,6,11,12,12,7,3,1
DISTRICT LEVEL,BC Public School,74,Educators,Female,2016/2017,69,63,6,66.7,74395,75809,,45,,,,,,,,,,,7,7,8,8,14,12,8,4,1
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1991/1992,82,77,5,80.4,43219,43411,10.5,39.8,15,64,2,0,7,20,11,32,12,4,11,9,10,26,11,6,3,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1992/1993,86,79,7,83.5,46281,46470,11.1,39.9,14,69,3,0,6,19,16,29,16,3,16,8,7,28,10,8,4,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1993/1994,83,75,8,80.1,48149,48304,11,39.9,14,66,3,0,4,21,14,29,15,4,14,8,9,21,12,10,4,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1994/1995,82,71,11,76.9,49884,50123,12,41.5,13,66,3,0,1,16,19,29,17,1,10,10,8,21,16,10,6,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1995/1996,86,78,8,83,49329,49846,11.8,41.7,14,70,2,0,6,15,20,27,18,3,10,12,6,15,20,13,7,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1996/1997,93,81,12,88.2,50087,50435,11.8,41.8,14,75,3,1,6,16,22,28,21,1,12,15,9,13,23,12,6,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1997/1998,98,84,14,91.5,50535,50881,11.8,41.8,14,79,4,1,4,24,17,33,20,1,12,16,10,13,27,8,7,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1998/1999,85,70,15,79.8,51922,52252,12.2,42.4,14,66,4,1,1,20,15,32,17,1,8,13,12,11,20,10,6,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,1999/2000,98,82,16,90.6,50178,50532,11.3,42.1,18,77,2,1,10,22,15,28,23,1,14,12,18,5,22,15,7,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2000/2001,104,84,20,94.5,52084,52384,11.1,42.7,14,87,2,1,9,24,22,25,24,3,12,12,17,8,19,17,10,6,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2001/2002,107,90,17,99.1,51591,51862,11.5,42.7,15,89,2,1,8,27,20,26,26,5,12,10,12,16,16,25,9,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2002/2003,91,79,12,86,55690,56047,12.8,44.1,13,75,2,1,1,20,19,28,23,0,9,9,11,12,14,28,8,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2003/2004,84,73,11,79.5,57163,57499,13.3,45.1,12,69,2,1,1,18,20,22,23,1,7,7,7,14,13,24,9,1,1
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2004/2005,80,71,9,76.6,57035,57286,12.4,44.8,14,62,2,2,6,14,21,19,20,0,5,9,6,21,7,17,14,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2005/2006,88,83,5,85.5,56524,56629,11.3,43.8,9,76,2,1,5,22,22,20,19,1,11,7,12,16,8,16,13,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2006/2007,85,81,4,83.2,59204,59322,10.7,43.6,7,75,2,1,8,20,20,22,15,2,6,13,13,10,12,13,12,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2007/2008,82,79,3,80.7,60222,60401,10.7,42.6,8,71,2,1,5,24,13,25,15,1,12,11,12,9,9,12,12,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2008/2009,76,73,3,74.7,63322,64820,11.8,43.5,6,67,2,1,2,21,16,20,17,0,12,9,12,6,8,10,11,8,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2009/2010,63,63,0,63,65745,67367,12.6,44.7,7,55,0,1,2,12,12,22,15,0,7,8,9,7,9,6,10,7,0
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2010/2011,73,67,6,70.7,64764,66354,10.2,42.5,5,66,1,1,6,22,11,21,13,2,11,8,11,12,8,7,7,5,2
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2011/2012,70,65,5,68.3,66002,67552,10.7,42.4,4,64,1,1,3,20,12,22,13,0,9,12,11,11,7,8,6,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2012/2013,65,61,4,63.3,66727,68487,11.3,43,5,59,1,0,4,14,14,21,12,1,7,12,5,12,8,5,10,4,1
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2013/2014,62,59,3,61.3,68811,70490,12.4,44.1,4,58,0,0,2,11,15,22,12,0,5,10,7,13,8,5,7,4,3
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2014/2015,63,61,2,62.3,68525,70131,,43.2,,,,,,,,,,1,7,10,7,12,7,8,5,4,2
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2015/2016,56,53,3,53.9,69503,71653,,43.2,,,,,,,,,,2,4,7,6,11,11,7,5,2,1
DISTRICT LEVEL,BC Public School,74,Teachers,Female,2016/2017,59,55,4,57.7,69380,71033,,43.6,,,,,,,,,,,7,7,7,8,13,8,5,3,1
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1991/1992,12,12,0,12,65771,65926,14.3,44.3,0,12,0,0,0,2,1,5,4,0,0,2,1,3,3,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1992/1993,10,10,0,10,69276,69276,14.3,44.2,0,10,0,0,0,0,3,4,3,0,0,1,2,1,4,1,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1993/1994,10,10,0,10,70959,70959,16.6,45.8,0,10,0,0,0,0,3,3,4,0,0,1,1,0,6,2,0,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1994/1995,11,11,0,11,72548,72548,18.5,46.9,0,11,0,0,0,0,1,5,5,0,0,0,0,3,5,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1995/1996,10,10,0,10,73662,73662,20.6,47.3,0,10,0,0,0,0,0,5,5,0,0,0,0,3,4,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1996/1997,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1997/1998,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1998/1999,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,1999/2000,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2000/2001,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2001/2002,10,10,0,10,78750,78750,25.5,51.2,0,10,0,0,0,0,1,1,8,0,0,1,0,0,2,3,3,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2002/2003,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2003/2004,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2004/2005,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2005/2006,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2006/2007,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2007/2008,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2008/2009,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2009/2010,3,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2010/2011,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2011/2012,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2012/2013,3,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2013/2014,2,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2014/2015,1,Msk,Msk,Msk,Msk,Msk,,Msk,,,,,,,,,,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2015/2016,2,Msk,Msk,Msk,Msk,Msk,,Msk,,,,,,,,,,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Male,2016/2017,2,Msk,Msk,Msk,Msk,Msk,,Msk,,,,,,,,,,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Educators,Male,1991/1992,74,69,5,71.9,50769,51159,11.9,42.2,3,70,0,1,6,16,8,27,17,2,8,6,12,14,14,10,7,1,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1992/1993,76,74,2,75.1,52283,52753,11.3,42.2,5,70,0,1,3,21,12,25,15,0,9,10,10,14,17,5,9,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1993/1994,77,74,3,75.8,54095,54405,12.2,42.8,4,72,0,1,1,22,14,22,18,1,7,12,8,12,21,5,7,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1994/1995,77,73,4,74.8,55466,55801,13.8,44,4,72,0,1,1,16,12,24,24,1,5,10,5,15,22,6,9,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1995/1996,74,68,6,71.2,54967,55196,13.6,43.5,6,67,0,1,6,10,15,21,22,2,6,8,7,13,19,9,6,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1996/1997,72,68,4,70,55915,56134,14,43.9,5,66,0,1,3,11,16,18,24,1,9,7,5,15,11,13,7,3,1
DISTRICT LEVEL,BC Public School,74,Educators,Male,1997/1998,76,71,5,74.1,54661,54859,13,43.3,5,69,0,2,7,15,13,18,23,1,9,10,8,10,13,14,5,5,1
DISTRICT LEVEL,BC Public School,74,Educators,Male,1998/1999,63,63,0,63,55782,55937,13.8,44.2,4,58,0,1,1,16,10,16,20,0,9,4,7,8,13,16,2,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,1999/2000,67,65,2,66,55696,55869,13.2,43.5,4,62,0,1,3,17,11,15,21,1,7,4,12,7,15,16,3,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2000/2001,63,60,3,61.8,57080,57129,13.6,43.7,3,59,0,1,1,16,10,14,22,1,6,5,10,7,13,13,6,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2001/2002,58,56,2,57.3,58725,58767,15.4,45.8,4,53,0,1,0,11,9,15,23,0,3,6,7,6,13,10,11,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2002/2003,53,52,1,52.7,61182,61248,14.9,45.7,5,47,0,1,2,4,14,15,18,1,2,7,2,8,11,12,8,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2003/2004,45,45,0,45,62282,62412,14.6,45.8,4,40,0,1,0,3,14,14,14,0,3,7,2,6,9,11,5,1,1
DISTRICT LEVEL,BC Public School,74,Educators,Male,2004/2005,40,38,2,39,61528,61822,14.3,44.7,4,34,0,2,0,4,11,13,12,0,2,6,3,8,4,13,4,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2005/2006,40,39,1,39.8,62873,62933,14.9,45.9,3,34,0,3,0,4,12,12,12,0,1,4,6,6,4,13,6,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2006/2007,44,42,2,42.8,65210,65616,14,45.7,2,39,0,3,3,5,9,14,13,0,0,4,8,6,9,13,3,1,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2007/2008,42,41,1,41.5,66042,66201,12.5,46.3,2,35,0,5,6,6,4,16,10,0,2,2,8,3,8,13,4,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2008/2009,42,41,1,41.5,69608,70721,13,45.5,2,36,0,4,2,10,3,15,12,0,2,3,8,6,6,10,6,1,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2009/2010,33,32,1,32.5,71631,73085,13.8,46.6,1,30,0,2,1,7,4,10,11,0,1,3,5,4,3,7,10,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2010/2011,26,26,0,26,74638,75752,13.6,45.3,1,25,0,0,1,4,3,11,7,1,0,2,4,5,4,6,4,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2011/2012,29,26,3,27.8,73062,75270,13.3,44.5,1,28,0,0,1,7,2,12,7,0,4,1,3,6,5,4,6,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2012/2013,27,27,0,27,71756,73049,14,44.2,1,25,0,1,2,5,2,11,7,0,5,0,3,7,1,4,5,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2013/2014,25,25,0,25,70306,71702,12.6,43.3,1,23,0,1,1,7,2,9,6,1,5,0,2,6,3,2,4,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2014/2015,27,27,0,27,71037,72689,,44.8,,,,,,,,,,0,4,2,4,3,4,2,3,5,0
DISTRICT LEVEL,BC Public School,74,Educators,Male,2015/2016,32,31,1,31.5,67603,69036,,41.6,,,,,,,,,,1,7,5,2,2,7,2,3,2,1
DISTRICT LEVEL,BC Public School,74,Educators,Male,2016/2017,29,29,0,29,70193,71794,,40.5,,,,,,,,,,,6,6,2,2,7,2,3,1,
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1991/1992,62,57,5,59.9,47764,48200,11.5,41.8,3,58,0,1,6,14,7,22,13,2,8,4,11,11,11,8,6,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1992/1993,66,64,2,65.1,49672,50214,10.8,41.8,5,60,0,1,3,21,9,21,12,0,9,9,8,13,13,4,8,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1993/1994,67,64,3,65.8,51531,51888,11.5,42.4,4,62,0,1,1,22,11,19,14,1,7,11,7,12,15,3,7,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1994/1995,66,62,4,63.8,52521,52913,13,43.5,4,61,0,1,1,16,11,19,19,1,5,10,5,12,17,4,8,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1995/1996,64,58,6,61.2,51909,52176,12.5,42.9,6,57,0,1,6,10,15,16,17,2,6,8,7,10,15,7,5,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1996/1997,63,59,4,61,52891,53142,12.7,43.2,5,57,0,1,3,11,16,16,17,1,9,7,5,12,8,11,6,3,1
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1997/1998,67,62,5,65.1,51707,51933,11.3,42.4,5,60,0,2,7,15,13,16,16,1,9,10,8,8,11,11,3,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1998/1999,55,55,0,55,52748,52926,12.1,43.2,4,50,0,1,1,16,10,14,14,0,9,4,7,7,11,12,1,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,1999/2000,58,56,2,57,52189,52389,11.5,42.5,4,53,0,1,2,17,11,15,13,1,7,4,11,7,13,12,2,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2000/2001,54,51,3,52.8,53294,53352,11.5,42.4,3,50,0,1,1,15,10,14,14,1,6,5,9,7,12,9,4,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2001/2002,48,46,2,47.3,54491,54543,13.3,44.6,4,43,0,1,0,11,8,14,15,0,3,5,7,6,11,7,8,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2002/2003,44,43,1,43.7,56997,57077,12.7,44.5,5,38,0,1,2,4,13,14,11,1,2,6,2,8,9,10,5,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2003/2004,39,39,0,39,59249,59399,13.4,45.3,4,34,0,1,0,3,13,13,10,0,3,6,2,6,7,10,3,1,1
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2004/2005,36,34,2,35,59337,59665,13.3,44.3,4,30,0,2,0,4,10,13,9,0,2,5,3,8,4,12,2,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2005/2006,34,34,0,34,59646,59716,14.4,45.4,3,28,0,3,0,4,9,12,9,0,1,3,5,6,4,12,3,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2006/2007,40,38,2,38.8,63246,63694,13.5,45.5,2,35,0,3,3,5,8,13,11,0,0,4,8,5,8,11,3,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2007/2008,38,37,1,37.5,63735,63911,11.8,46,2,31,0,5,6,6,4,14,8,0,2,2,8,2,8,10,4,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2008/2009,37,36,1,36.5,65924,67190,12.1,45.1,2,31,0,4,2,10,3,12,10,0,2,3,8,4,6,7,6,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2009/2010,30,29,1,29.5,68695,70297,13.2,46.3,1,27,0,2,1,7,4,8,10,0,1,3,5,3,3,6,9,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2010/2011,22,22,0,22,70002,71318,12.9,45.1,1,21,0,0,1,4,3,8,6,1,0,2,3,4,4,5,3,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2011/2012,25,23,2,24.4,69229,71745,11.8,43.4,1,24,0,0,1,7,2,10,5,0,4,1,2,6,5,3,4,0,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2012/2013,24,24,0,24,68120,69574,13.3,43.5,1,22,0,1,2,5,2,9,6,0,5,0,2,7,1,3,5,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2013/2014,23,23,0,23,67689,69206,13.5,44,1,21,0,1,1,5,2,9,6,1,4,0,2,5,3,2,4,2,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2014/2015,26,26,0,26,69856,71571,,45.3,,,,,,,,,,0,4,1,4,3,4,2,3,5,0
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2015/2016,30,29,1,29.5,65328,66856,,41.7,,,,,,,,,,1,7,4,2,2,6,2,3,2,1
DISTRICT LEVEL,BC Public School,74,Teachers,Male,2016/2017,27,27,0,27,67552,69271,,40.5,,,,,,,,,,,6,5,2,2,6,2,3,1,
DISTRICT LEVEL,BC Public School,75,Administrators,All,1991/1992,33,32,1,32.6,66524,66524,16.2,42.4,2,30,1,0,1,2,1,17,12,0,0,3,5,15,6,3,1,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1992/1993,35,34,1,34.6,70934,70934,17,42.8,1,33,1,0,0,2,2,18,13,0,1,1,9,10,8,5,1,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1993/1994,34,32,2,32.9,74729,74729,17.8,44.3,1,32,1,0,0,2,3,14,15,0,0,2,7,9,8,7,1,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1994/1995,34,33,1,33.1,74598,74598,18.6,45.3,1,32,1,0,0,2,2,15,15,0,0,2,7,7,10,7,1,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1995/1996,34,34,0,34,75581,75581,19.6,46.3,1,32,1,0,0,1,2,15,16,0,0,0,2,10,13,5,4,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1996/1997,31,31,0,31,75131,75131,17.5,44.3,0,30,1,0,0,0,6,13,12,0,0,2,2,10,13,3,1,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1997/1998,32,30,2,31,75901,75901,18.4,45.5,0,31,1,0,0,0,4,12,16,0,0,2,1,11,11,5,2,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1998/1999,32,31,1,31.9,78713,78713,18.6,46.8,0,31,1,0,0,1,4,9,18,0,0,1,2,9,11,7,2,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,1999/2000,32,32,0,32,79954,79954,19.6,47.3,0,31,1,0,0,1,4,7,20,0,0,0,3,8,10,9,2,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2000/2001,33,33,0,33,79971,79971,20.2,48.4,0,32,1,0,0,1,2,7,23,0,0,0,2,5,11,12,2,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2001/2002,35,34,1,34.2,80292,80292,20.5,48.5,0,34,1,0,0,0,2,10,23,0,0,1,2,4,11,12,4,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2002/2003,35,35,0,35,82421,82421,20.3,48.7,0,34,1,0,0,1,2,10,22,0,0,1,3,3,11,11,5,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2003/2004,41,40,1,40.5,86213,86213,20.2,48.5,0,40,1,0,0,1,2,16,22,0,0,1,4,7,10,10,8,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2004/2005,40,40,0,40,84443,84443,20.6,48.5,1,39,0,0,0,1,2,14,23,0,0,1,3,9,7,12,7,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2005/2006,39,39,0,39,85471,85471,20.8,48.3,1,38,0,0,0,0,4,13,22,0,0,3,3,5,7,10,11,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2006/2007,43,43,0,43,87562,87562,20,48.1,1,42,0,0,0,1,6,14,22,0,0,3,4,7,7,11,11,0,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2007/2008,42,42,0,42,90071,90071,20.4,49.7,2,40,0,0,0,0,4,14,24,0,0,1,4,4,9,12,11,1,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2008/2009,38,38,0,38,92657,92657,21.9,50.3,2,36,0,0,0,0,2,13,23,0,0,1,4,3,7,11,10,2,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2009/2010,35,35,0,35,101903,101903,22.9,50.9,2,33,0,0,0,0,1,12,22,0,0,1,1,4,8,8,10,3,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2010/2011,34,34,0,34,101282,101297,23.1,51.1,2,32,0,0,0,0,1,10,23,0,0,1,2,4,5,9,10,3,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2011/2012,31,30,1,30.9,103961,103977,21.9,50.2,1,30,0,0,0,0,3,11,17,0,0,0,3,6,3,9,6,4,0
DISTRICT LEVEL,BC Public School,75,Administrators,All,2012/2013,26,26,0,26,103228,103228,21.9,50.8,1,25,0,0,0,0,3,7,16,0,0,1,1,2,5,8,6,3,0
